Date,Open,High,Low,Close,Volume,MA5,MA10,MA20,MA60,EMA12,EMA26,MACD,MACD_Signal,MACD_Histogram,RSI,BB_Middle,BB_Upper,BB_Lower,Price_Change,Price_Change_Abs,Volume_MA5,Volume_MA20
2020-03-10,1663.1885964653547,1671.6208406103428,1659.33699973403,1663.6878863633224,142290,1665.291375527977,1654.1600317367252,1650.258738358477,1704.6845215582584,1657.8040802001058,1662.9362055627014,-5.132125362595616,-11.033014528407978,5.900889165812362,50.63585079555963,1650.258738358477,1681.1272246949927,1619.3902520219615,-0.008194274231600351,0.008194274231600351,232460.8,314248.1
2020-03-11,1669.8098646022331,1680.625727996847,1647.9101496133976,1670.2107224971753,458959,1668.1644253635743,1655.5850003352402,1651.5777769072502,1701.589545959061,1659.712794399655,1663.4750586689588,-3.7622642693038415,-9.578864476587151,5.81660020728331,57.15702078512348,1651.5777769072502,1683.5252881302304,1619.63026568427,0.0039207090388277965,0.0039207090388277965,249181.2,313499.15
2020-03-12,1685.7375362003302,1720.0426189813386,1688.103512540548,1696.0597381452526,230374,1675.5490661395627,1659.6702799096297,1654.6327935375054,1698.987631966702,1665.3046318989777,1665.8887386301658,-0.5841067311880579,-7.779912927507333,7.195806196319275,63.90062722532256,1654.6327935375054,1691.2355503357176,1618.0300367392933,0.01547649964157194,0.01547649964157194,233520.0,312401.35
2020-03-13,1691.092863918273,1697.9591419384235,1670.9425385881693,1697.7169444340852,142747,1681.0217051460265,1665.2412810371454,1658.4866936572948,1696.3260357894505,1670.2911415197634,1668.2463835045303,2.0447580152331284,-5.8149787389592404,7.859736754192369,63.3482325760974,1658.4866936572948,1696.2323236473696,1620.74106366722,0.0009770919334746164,0.0009770919334746164,220360.2,311420.95
2020-03-14,1720.8880761523365,1723.0170525879694,1709.9220864284896,1718.6238711826697,175974,1689.259832524501,1674.7817062244526,1662.9177573437446,1694.4863040567268,1677.7269460832874,1671.9780492584666,5.748896824820804,-3.5022036262032317,9.251100451024035,64.26545894237965,1662.9177573437446,1706.8792947126162,1618.956219974873,0.012314730566321597,0.012314730566321597,230068.8,295873.8
2020-03-15,1680.1045044291452,1685.003921911768,1669.3016247588596,1676.9789640328086,441907,1691.9180480583982,1678.6047117931878,1664.2883879211233,1692.4506090946559,1677.6118719216752,1672.3484873898994,5.263384531775728,-1.74908599460744,7.012470526383168,55.32689375409573,1664.2883879211233,1708.2065285333765,1620.3702473088701,-0.02423154236837366,0.02423154236837366,289992.2,311598.65
2020-03-16,1692.148841096368,1707.5582508796208,1678.4639080026257,1693.7775175780469,300280,1696.6314070745727,1682.3979162190735,1665.8871263561039,1690.7022921307257,1680.0988943303478,1673.9358229593918,6.163071370956004,-0.1666545214947511,6.329725892450755,59.0403006948506,1665.8871263561039,1711.7108749226586,1620.0633777895491,0.010017152215696878,0.010017152215696878,258256.4,308560.35
2020-03-17,1691.2885825241606,1700.2575148307644,1677.0545970427402,1684.4637781194162,229132,1694.3122150694053,1684.930640604484,1667.6213494664548,1689.1131674617457,1680.7704149132815,1674.715671489764,6.054743423517493,1.0776250675076977,4.977118356009796,60.135827462926684,1667.6213494664548,1713.5035912274009,1621.7391077055088,-0.005498797428807767,0.005498797428807767,258008.0,304866.25
2020-03-18,1686.6784151996299,1704.745018487298,1673.3847716741086,1682.3763959019684,435138,1691.244105362982,1686.1329052545043,1669.2742295559801,1687.4022335229608,1681.017488911541,1675.2831325573347,5.734356354206284,2.008971324847415,3.725385029358869,65.34630092805301,1669.2742295559801,1714.7603596080291,1623.788099503931,-0.0012391968557365907,0.0012391968557365907,316486.2,319926.95
2020-03-19,1684.8064009323755,1695.267611833245,1664.6440474237502,1690.152909300748,315147,1685.5499129865977,1687.4048727555491,1671.1063805387762,1686.0282848053655,1682.4229382021883,1676.3845975012912,6.038340700897152,2.8148452000573627,3.223495500839789,63.89396800463755,1671.1063805387762,1716.8699892466761,1625.3427718308762,0.004622338626315781,0.004622338626315781,344320.8,311946.0
2020-03-20,1661.8771105869632,1672.7577434110199,1634.0493710088072,1658.42529355471,431159,1681.839178890978,1686.8786134746883,1670.5193226057065,1684.5365793856947,1678.730992871807,1675.0542786904334,3.6767141813736544,2.987218996320621,0.6894951850530333,50.64618991089076,1670.5193226057065,1716.6335884674972,1624.4050567439158,-0.01877203865487198,0.01877203865487198,342171.2,316608.4
2020-03-21,1657.2812504655562,1676.5270496888845,1647.6088777569914,1656.9929266969816,245959,1674.4822607147648,1685.5568338946687,1670.5709171149545,1682.5908924552264,1675.386674998757,1673.7164007649926,1.670274233764303,2.7238300438093574,-1.0535558100450544,49.458025585795376,1670.5709171149545,1716.6188615877204,1624.5229726421885,-0.000863690914082782,0.000863690914082782,331307.0,307257.6
2020-03-22,1663.0816641314707,1678.7385043842332,1655.5064190107403,1660.8147924588025,100051,1669.752463582642,1682.0323393260237,1670.8513096178267,1680.8050439672804,1673.144846915687,1672.7607260756452,0.38412084004175995,2.255888203055838,-1.871767363014078,47.49454495586516,1670.8513096178267,1716.5724794317644,1625.130139803889,0.0023065069863872356,0.0023065069863872356,305490.8,292751.05
2020-03-23,1680.2483019245128,1698.799892072138,1667.571878055435,1684.5913132216622,429839,1670.1954470465807,1680.7197762047813,1672.9805286209635,1679.4235893926875,1674.9058417319907,1673.637065864239,1.2687758677516285,2.058465735994996,-0.7896898682433675,51.72849689868543,1672.9805286209635,1716.9796642056551,1628.9813930362718,0.014316178342594688,0.014316178342594688,304431.0,297466.5
2020-03-24,1664.4262038396112,1682.7296792143911,1659.244933416694,1672.7497099759878,316643,1666.7148071816289,1676.1323600841133,1675.457033154283,1678.1259852326,1674.574129154144,1673.5713357984428,1.0027933557012148,1.84733125993624,-0.8445379042350252,52.2085089159184,1675.457033154283,1712.7238728396267,1638.1901934689392,-0.007029362642876347,0.007029362642876347,304730.2,289344.65
2020-03-25,1668.639773529559,1671.6056570252886,1650.0940926601966,1664.8654682290296,353116,1668.0028421164927,1674.9210105037353,1676.7628611484615,1676.7856864800015,1673.0804890118186,1672.926456719227,0.1540322925916371,1.5086714664673195,-1.3546391738756824,48.70586525170948,1676.7628611484615,1710.25276049363,1643.2729618032931,-0.0047133421694458555,0.0047133421694458555,289121.6,288436.45
2020-03-26,1653.3219626122018,1665.608695243007,1645.4505985608766,1658.6993934768664,390635,1668.3441354724698,1671.4131980936174,1676.9055571563454,1675.3517564654517,1670.868012775672,1671.8726001827558,-1.004587407083818,1.006019691757092,-2.01060709884091,40.00180877485746,1676.9055571563454,1710.0426502503371,1643.7684640623536,-0.003703647453702219,0.003703647453702219,318056.8,289200.35
2020-03-27,1665.2217984127803,1681.3992127831414,1651.312202886163,1673.1973290447897,378224,1670.820642789667,1670.2865531861546,1677.6085968953194,1674.4358247688865,1671.226369124767,1671.9707282466102,-0.7443591218432175,0.6559439290370301,-1.4003030508802476,43.860157188790915,1677.6085968953194,1709.7397277013515,1645.4774660892872,0.008740544323425414,0.008740544323425414,373691.4,292677.55
2020-03-28,1678.0228340126826,1687.94436619337,1665.4647900697719,1680.5961023370587,134880,1670.0216006127466,1670.1085238296637,1678.1207145420838,1673.619986938271,1672.6678665420427,1672.6096448459027,0.05822169613998085,0.5363994824576203,-0.4781777863176394,39.786711533112936,1678.1207145420838,1710.0910709748473,1646.1503581093202,0.004421937068530335,0.004421937068530335,314699.6,288994.25
2020-03-29,1664.7374687722327,1672.3759171109978,1655.0312531372595,1667.4298273023355,291037,1668.957624078016,1667.8362156298222,1677.6205441926857,1672.787245392766,1671.8620143513185,1672.2259546574903,-0.3639403061717985,0.3563315247317365,-0.720271830903535,46.97217028760037,1677.6205441926857,1709.9472044069435,1645.2938839784279,-0.007834288688646884,0.007834288688646884,309578.4,297174.55
2020-03-30,1679.7847209639829,1699.6843123653111,1655.985782665137,1675.3067723042914,473200,1671.0458848930684,1669.5243635047805,1678.2014884897344,1672.0028469125916,1672.3919771133144,1672.4541633720683,-0.06218625875385442,0.27262796803461836,-0.3348142267884728,43.79209119425705,1678.2014884897344,1709.8851094401787,1646.5178675392901,0.004724003896883433,0.004724003896883433,333595.2,313720.05
2020-03-31,1679.1147276070753,1695.4491479172107,1666.4777088110302,1671.4601804666704,147361,1673.5980422910293,1670.9710888817494,1678.2639613882088,1671.2750714268955,1672.2486237830615,1672.3805350087055,-0.13191122564398938,0.1917201292988968,-0.3236313549428862,45.462828451394316,1678.2639613882088,1709.8861090531384,1646.6418137232793,-0.00229605222232232,0.00229605222232232,284940.4,298140.15
2020-04-01,1694.0657149084088,1700.7716106991734,1672.175329116593,1689.0536340889912,449829,1676.7693032998693,1673.7949730447683,1677.9136561853961,1670.4015611016391,1674.8340099839738,1673.615579385023,1.2184305989508175,0.397062223229281,0.8213683757215365,52.1023152565551,1677.9136561853961,1708.8536121302445,1646.9737002405477,0.010525798836205968,0.010525798836205968,299261.4,309112.9
2020-04-02,1673.3757889034648,1685.7642068579123,1666.217569357029,1679.6263212374474,443019,1676.575347079947,1673.2984738463467,1677.0091250255641,1669.4667579110915,1675.5712886383544,1674.0608195222396,1.5104691161147912,0.619743601806383,0.8907255143084082,46.719822048805185,1677.0091250255641,1706.5369303501666,1647.4813197009616,-0.005581417109130737,0.005581417109130737,360889.2,324126.5
2020-04-03,1681.438850762654,1683.4756279756025,1664.868960233459,1678.530089492551,194841,1678.79539951799,1673.876511798003,1675.004435941058,1668.817579417435,1676.0264887697692,1674.3918765570775,1.6346122126917635,0.8227173239834592,0.8118948887083043,57.74296604393258,1675.004435941058,1697.1600306166818,1652.8488412654344,-0.0006526640664268335,0.0006526640664268335,341650.0,325069.85
2020-04-04,1670.8922567701304,1686.0462798640951,1657.2511834471782,1667.7530007416922,297962,1677.2846452054705,1674.1652650492695,1674.5431377765024,1667.777224041606,1674.7536444577574,1673.9001079781601,0.8535364795973237,0.8288811551062322,0.024655324491091535,53.86577688451215,1674.5431377765024,1696.9088206746533,1652.1774548783515,-0.006420551420747489,0.006420551420747489,306602.4,317872.6
2020-04-05,1645.8753897709694,1681.0968398811742,1639.7135159068773,1650.110795526447,450235,1673.0147682174259,1673.3064052542275,1672.3598016739222,1666.7774703919183,1670.9624369298635,1672.1379366854405,-1.1754997555769933,0.4280049729695871,-1.6035047285465804,46.501761802526175,1672.3598016739222,1695.3366860092951,1649.3829173385493,-0.010578428105000759,0.010578428105000759,367177.2,325370.35
2020-04-06,1652.9690175351016,1657.4181786216493,1630.978957918917,1652.2472100475002,133005,1665.6534834091276,1671.2113933544983,1670.7489732703266,1665.68081512845,1668.0831712556537,1670.6645495270745,-2.5813782714208173,-0.17387167590849373,-2.4075065955123236,37.68792512768979,1670.7489732703266,1694.6514791886643,1646.8464673519888,0.001294709741215705,0.001294709741215705,303812.4,320564.0
2020-04-07,1647.375223691818,1662.3145874312866,1649.3864977590629,1655.7248955109653,337903,1660.873198263831,1668.7242726718891,1669.4163982507766,1665.0449110652642,1666.1818980641633,1669.5579084888443,-3.3760104246809988,-0.8142994256629948,-2.561710999018004,43.0786250947907,1669.4163982507766,1693.5599484645634,1645.27284803699,0.002104821507530552,0.002104821507530552,282789.2,315702.25
2020-04-08,1658.4648613385712,1665.9579611570846,1650.9788640827214,1657.1682791885676,360158,1656.6008362030345,1667.6981178605124,1667.7671667451675,1664.8510020121737,1664.795187467918,1668.6401581703053,-3.8449707023874,-1.420433681007876,-2.424537021379524,46.697799788881014,1667.7671667451675,1690.4059391186697,1645.1283943716653,0.0008717533217719176,0.0008717533217719176,315852.6,317952.8
2020-04-09,1647.8444283148517,1675.2535513121184,1640.7016933554305,1651.8178167390035,165471,1653.4137994024968,1665.3492223039837,1667.436792904382,1664.4950290730922,1662.7986688942387,1667.3940588050236,-4.595389910784888,-2.0554249269632785,-2.53996498382161,47.02690244344764,1667.436792904382,1690.8298634153393,1644.0437223934246,-0.00322867780946412,0.00322867780946412,289354.4,304668.4
2020-04-10,1625.0858688710093,1645.7225148887846,1624.9590773234022,1630.562108555949,226718,1649.504062008397,1661.2594151129113,1666.1152519973305,1663.5450390565093,1657.8391980729634,1664.665766193981,-6.826568121017544,-3.0096535657741317,-3.8169145552434127,32.59623986186759,1666.1152519973305,1694.4556951084105,1637.7748088862504,-0.012868070538806342,0.012868070538806342,244651.0,303706.35
2020-04-11,1618.0162401028783,1638.3459978063245,1618.8250872289334,1620.5136783165976,206379,1643.1573556622166,1654.4054195356719,1664.1001962902203,1662.4722428198593,1652.096810418138,1661.3952411660266,-9.298430747888688,-4.267409002197043,-5.031021745691644,25.993569710461955,1664.1001962902203,1698.9994741006137,1629.200918479827,-0.0061625559594601365,0.0061625559594601365,259325.8,309022.75
2020-04-12,1626.1392557362371,1629.1383417483485,1607.4271323721941,1619.8319512393039,412872,1635.9787668078843,1648.4259825358579,1660.8622281911023,1661.2935402711703,1647.1329859290865,1658.3164789492323,-11.183493020145761,-5.650625805786787,-5.532867214358974,28.874239751868885,1660.8622281911023,1699.5659909867825,1622.1584653954221,-0.0004206857902007144,0.0004206857902007144,274319.6,308174.4
2020-04-13,1605.4838334297206,1626.2453429235397,1588.8675249581668,1607.1902459597384,239763,1625.9831601621186,1641.2919981825767,1657.5842549902895,1659.9801154845932,1640.9879490107253,1654.52935057964,-13.541401568914807,-7.228780958412392,-6.312620610502416,20.994100662820955,1657.5842549902895,1702.6336506785976,1612.5348593019814,-0.007804331350479643,0.007804331350479643,250240.6,304330.4
2020-04-14,1613.9679988479982,1617.9712511461908,1583.2436159715476,1604.7514173303684,109756,1616.5698802803913,1634.991839841444,1654.5785524453568,1659.1003594128404,1635.4130979829781,1650.8420962648793,-15.428998281901158,-8.868824423110146,-6.560173858791012,21.248859390883,1654.5785524453568,1705.2529225053422,1603.9041823853713,-0.0015174486253266561,0.0015174486253266561,239097.6,292162.4
2020-04-15,1609.7696114105936,1624.7783077170927,1601.1158916787524,1613.6992379136252,223670,1613.1973061519268,1631.350684080162,1652.3285446671948,1658.5705409562538,1632.0725041261546,1648.0907734240457,-16.018269297891038,-10.298713398066326,-5.719555899824712,14.907375354893347,1652.3285446671948,1706.132031710086,1598.5250576243036,0.005575829680924738,0.005575829680924738,238488.0,283814.15
2020-04-16,1632.2931130312695,1656.7906018940084,1634.8623017873654,1642.805798677606,398452,1617.6557302241285,1630.4065429431726,1650.8089681488357,1658.5757779966993,1633.7237802109933,1647.6992938131982,-13.975513602204956,-11.034073438894053,-2.9414401633109026,35.508780675822564,1650.8089681488357,1703.8419599841272,1597.775976313544,0.018037165836189528,0.018037165836189528,276902.6,284825.55
2020-04-17,1637.9544433871897,1652.790278670234,1628.42866823673,1644.23364910086,164079,1622.5360697964397,1629.257418302162,1648.9908454870256,1658.3912952108362,1635.3406831171267,1647.442579390062,-12.101896272935392,-11.24763800570232,-0.854258267233071,36.53730881160548,1648.9908454870256,1700.185451733403,1597.7962392406482,0.0008691535082256951,0.0008691535082256951,227144.0,286285.5
2020-04-18,1653.6678751230302,1667.9381904897632,1607.1982651472908,1650.475062594344,165524,1631.193033123361,1628.5880966427396,1648.1431072516257,1658.2639079982794,1637.6690491905447,1647.6672077755645,-9.998158585019837,-10.997742121565825,0.9995835365459875,42.96731090065474,1648.1431072516257,1698.6084163662179,1597.6777981370335,0.0037959407392600397,0.0037959407392600397,212296.2,280009.85
2020-04-19,1645.681132972041,1656.853674006357,1629.0157593628358,1648.1873096392155,109327,1639.88021158513,1628.2250459327608,1646.787134118372,1658.4157869888613,1639.2872431057249,1647.7057338395387,-8.418490733813769,-10.481891844015413,2.063401110201644,49.10523674102562,1646.787134118372,1695.6099377985,1597.9643304382441,-0.0013861178559901877,0.0013861178559901877,212210.4,261816.2
2020-04-20,1615.026114725007,1626.6313777459407,1608.269279070195,1616.882382638043,274380,1640.5168405300137,1626.8570733409701,1644.0582442269406,1657.9666608408002,1635.8403414953123,1645.4225226394278,-9.582181144115566,-10.301949704035444,0.7197685599198778,37.060473494275435,1644.0582442269406,1693.1746738939191,1594.941814559962,-0.018993549348480965,0.018993549348480965,222352.4,268167.15
2020-04-21,1618.258429780207,1630.8359808664088,1605.382815798002,1616.0697697937999,205561,1635.1696347532525,1626.4126824886903,1640.4090510121812,1657.651833578361,1632.798715079695,1643.2482446508627,-10.449529571167659,-10.331465677461887,-0.11806389370577186,35.20211682330513,1640.4090510121812,1686.180680400821,1594.6374216235413,-0.0005025800596066832,0.0005025800596066832,183774.2,255953.75
2020-04-22,1620.9592010561173,1630.2425939072093,1608.0623843295125,1619.3887540855803,456580,1630.2006557501966,1626.3683627733183,1637.397172654588,1657.6309971124822,1630.7356441575237,1641.4808749793604,-10.745230821836685,-10.414218706336847,-0.33101211549983844,36.09664552834309,1637.397172654588,1680.12983031117,1594.664514998006,0.0020537382443606145,0.0020537382443606145,242274.4,256631.8
2020-04-23,1661.0744087172925,1689.6299745359495,1643.2852944277122,1657.208715967486,116533,1631.547386424825,1631.370209774093,1636.3311039783346,1658.0844324210457,1634.8084244359793,1642.64590023774,-7.837475801760775,-9.898870125421633,2.061394323660858,51.60124815684969,1636.3311039783346,1675.6723385314217,1596.9898694252474,0.023354467410304558,0.023354467410304558,232476.2,252716.4
2020-04-24,1659.9329918907492,1662.922727598655,1636.4339460632789,1656.884028662379,197417,1633.2867302294576,1636.583470907294,1635.787655374369,1658.206393690665,1638.2046712400409,1643.700576417343,-5.49590517730212,-9.01827713579773,3.5223719584956097,58.92854052616834,1635.787655374369,1673.5707228320284,1598.0045879167096,-0.00019592420796388232,0.00019592420796388232,250094.2,247689.15
2020-04-25,1655.5033582225647,1674.5054083509497,1651.8892878336633,1660.8757205863303,455462,1642.0853978191153,1641.3011191745645,1636.3259016273632,1658.1909432191298,1641.6925249856238,1644.9728093187493,-3.2802843331255644,-7.870678575263297,4.590394242137733,64.27769180239478,1636.3259016273632,1675.2573538765855,1597.394449378141,0.0024091558943770686,0.0024091558943770686,286310.6,247950.5
2020-04-26,1650.2397820507424,1682.0434084623766,1637.1249936106701,1655.245601461631,275560,1649.9205641526812,1642.545099452967,1636.4758211980698,1658.2820479782836,1643.7776136742402,1645.7337568848886,-1.9561432106484062,-6.687771502340319,4.731628291691913,62.10351359751776,1636.4758211980698,1675.6875080705076,1597.2641343256319,-0.003389849737048256,0.003389849737048256,300310.4,255078.25
2020-04-27,1637.3610196864647,1672.7516047419224,1624.9602698269623,1639.1223266516993,298232,1653.8672786659051,1642.033967208051,1635.6456927551064,1658.1121068539544,1643.0614156707725,1645.2440213120599,-2.1826056412874095,-5.7867383301297375,3.604132688842328,60.659911157648345,1635.6456927551064,1673.8310790605105,1597.4603064497023,-0.009740714487139757,0.009740714487139757,268640.8,253094.7
2020-04-28,1657.9605858179418,1669.7989918870048,1651.1091539246936,1658.6722366997808,140429,1654.1599828123642,1642.8536846185943,1635.720890630667,1658.1981459715366,1645.463080444466,1646.2387039333726,-0.7756234889066036,-4.784515361885111,4.0088918729785075,66.15483411775858,1635.720890630667,1674.0902166730093,1597.351564588325,0.01192705982354414,0.01192705982354414,273420.0,242108.25
2020-04-29,1663.207879719497,1674.3128488546,1658.8023246215357,1671.230667684727,448492,1657.0293106168338,1645.1580204231457,1636.6915331779533,1658.215882896014,1649.4273246352752,1648.089960507547,1.3373641277282786,-3.5601394639624333,4.897503591690712,66.87156733755663,1636.6915331779533,1677.66897217394,1595.7140941819666,0.0075713758915585405,0.0075713758915585405,323635.0,256259.3
2020-04-30,1675.1948945569418,1687.2372129385396,1670.3187630119548,1682.7975575375315,435209,1661.4136780070737,1651.7495379130946,1639.3033056270324,1658.6631582464393,1654.5612066202377,1650.660893620879,3.9003129993586754,-2.0680489712982117,5.968361970656887,63.07274752475349,1639.3033056270324,1685.0203609178798,1593.586250336185,0.006921180945553607,0.006921180945553607,319584.4,266683.85
2020-05-01,1668.1472722924668,1685.3185765143448,1657.7562935426,1666.2366993862233,455540,1663.6118975919926,1656.7662308723368,1641.5894566805134,1658.8469875295202,1656.3574362765432,1651.8146570109045,4.542779265638728,-0.7458833239108238,5.288662589549552,56.54496163258171,1641.5894566805134,1687.9190795977452,1595.2598337632817,-0.009841265859419246,0.009841265859419246,355580.4,279141.9
2020-05-02,1687.3154813661279,1698.9319899542108,1679.6831040723068,1683.7966751666945,113654,1672.5467672949915,1663.2070229804485,1644.7876928768833,1659.5434832296494,1660.5788576442587,1654.1836953928148,6.395162251443935,0.682325791160128,5.712836460283807,59.28643840351554,1644.7876928768833,1693.5600907271594,1596.0152950266072,0.010538704247085473,0.010538704247085473,318664.8,264181.0
2020-05-03,1666.783457734375,1687.7824731845362,1649.9789664332588,1663.6226636285803,495324,1673.5368526807513,1663.8484177465575,1647.6093137603252,1660.2168673016326,1661.0471354880005,1654.8828782250937,6.164257262906858,1.778712085509474,4.385545177397384,53.91171836700217,1647.6093137603252,1693.6779227385457,1601.5407047821047,-0.0119812634361669,0.0119812634361669,389643.8,276959.05
2020-05-04,1671.718348066042,1694.4381794612123,1666.930920395409,1676.3287252825007,431627,1674.556464200306,1665.7928874085696,1651.188179157932,1660.8431975839167,1663.398149302539,1656.4714594886054,6.926689813933535,2.8083076311942863,4.118382182739249,66.63323565264542,1651.188179157932,1694.2617862771515,1608.1145720387124,0.00763758629388156,0.00763758629388156,386270.8,293052.6
2020-05-05,1707.3041511308843,1713.8016609414528,1694.8600195631286,1709.4828314401861,107899,1679.893518980837,1670.6535984939553,1655.97735883426,1661.7371535526001,1670.4881004006386,1660.3982277813152,10.089872619323387,4.264620628820107,5.82525199050328,72.13170973148351,1655.97735883426,1702.6497110093424,1609.3050066591777,0.019777807095740174,0.019777807095740174,320808.8,287264.05
2020-05-06,1689.0654396788327,1714.8537391496543,1679.7809172942639,1690.390567279871,244444,1684.7242925595667,1674.1680950757795,1658.3565972643732,1662.2580541028428,1673.5500183820589,1662.619882558986,10.93013582307276,5.597723667670638,5.332412155402122,65.65211210345694,1658.3565972643732,1707.0111877478596,1609.702006780887,-0.011168444519697562,0.011168444519697562,278589.6,279563.65
2020-05-07,1689.7316270869778,1692.5744583499086,1659.1822526250976,1685.4143438640217,458053,1685.047826299032,1678.7972967970115,1660.415632002531,1662.509064010547,1675.3752992254379,1664.308361174174,11.066938051263833,6.691566544389278,4.375371506874555,57.270672089273546,1660.415632002531,1710.0297218666487,1610.8015421384134,-0.002943830563286287,0.002943830563286287,347469.4,294262.35
2020-05-08,1692.0401477565085,1694.3500596205565,1668.4706351880898,1688.757574153805,467115,1690.074808404077,1681.805830542414,1662.329757580504,1662.697803008272,1677.434110752879,1666.1194139874801,11.314696765398821,7.616192588591186,3.698504176807635,58.090264266745955,1662.329757580504,1713.265368775619,1611.3941463853891,0.0019836251554135043,0.0019836251554135043,341827.6,309341.9
2020-05-09,1670.1693225351776,1690.6663982189987,1667.5348743148304,1675.9465818738465,191724,1689.998379722346,1682.2774219613261,1663.7177211922358,1662.9021146001141,1677.2052601561047,1666.847352349433,10.35790780667162,8.164535632207274,2.1933721744643453,53.661417982443666,1663.7177211922358,1714.5434368704412,1612.8920055140304,-0.007586045786576512,0.007586045786576512,293847.0,313461.75
2020-05-10,1651.581251654635,1661.6844447670162,1639.5950454039616,1659.5437975610105,129295,1680.010572946511,1679.952045963674,1665.8507919383842,1662.724332517845,1674.4881120645518,1666.3063482910313,8.181763773520515,8.167981260469922,0.013782513050593082,50.99229284296504,1665.8507919383842,1711.741569391147,1619.9600144856213,-0.00978717608916646,0.00978717608916646,298126.2,306207.5
2020-05-11,1649.8630998774584,1668.579817535708,1641.6578229389659,1656.2131527072293,442709,1673.1750900319828,1678.9496912957748,1667.8579610840557,1662.0602227605443,1671.676579855733,1665.5587041737126,6.11787568202044,7.757960144780026,-1.640084462759586,54.1933189459686,1667.8579610840557,1707.6931102732453,1628.022811894866,-0.002006964117895693,0.002006964117895693,337779.2,318064.9
